record_id,damaging_comment,human_label
4750,I WAS TOLD TO JUST EAT MORE.,No
3842,"not received care due to weight, race does not get ED except for Obesity",Yes
232,Weight skepticism and bias based on size and need of treatment.,Yes
2902,"I told the doctor I thought I had an eating disorder, and she looked me up and down and asked, 'How do you keep the weight off?' Ok told her I exercise over an hour a day and she said, 'Good,' and dropped the subject.",Yes
2460,Weight based comments about how for my health I need to lose weight and should do an elimination based diet or take diet pills.,Yes
2940,'You're not that severe.'  'You should exercise more - don't you want to be stronger?',Yes
639,"Multiple times, usually from primary or obgyn providers, who made statements indicating their lack of understanding of EDs",No
1108,"My primary care physician didn't want to send me to inpatient treatment because according to the BMI I was 'just below normal'. After fainting from lack of eating & busting my face open requiring multiple stitches on chin & forehead, I asked my PCP to follow up & she saw my organs were in the first sign of failure & my vitamins/nutrients/bloodwork etc were extremely bad. Only then did she sign off on her recommendation for me to go to treatment. I was 5'2', 109 pounds & she thought I was a 'good weight' for my height but I was dying telling her I wanted to go to treatment because I finally came to terms I had an eating disorder. (This was in 2015)    RECENTLY, I'm weight restored (& 8 weeks post partum) & where I should be according to my recovery team (dietician, psychiatrist, etc) of 140-160 lbs according to growth chart, I told my new PCP a week ago I was struggling intensely with my ED. He commented 'over-eating? Binge eating?' I said 'no... I exercise 90-120 minutes a day & even exercised in the hospital less than 24 hours after giving birth & all throughout my pregnancy intensely'. But he thought I just had issues with over eating.",Yes
1670,I said I was concerned about my eating habits or disordered eating. She told me to 'walk more'.,Yes
744,"Weight stigma, patient blaming/shaming",Yes
203,"Talking about my weight, and my food, and the way i look",Yes
1167,"Pressure, shaming, etc. type of comments from a few providers",No
2226,"I entered therapy for the first time around 20 years old because both my anxiety and EDs were out of control. The first therapist I ever had was not trained on EDs  but was the only provider available to me. When I told him part of the reason I came in was for anorexia and bulimia that I'd struggled with for years, he responded: 'you know, I understand the anorexia thing. But the bulimia? Isn't it gross to make yourself throw up?'     I stopped going to therapy. It was another year and a half or so before I was able to see another therapist who was beneficial in treatment.",No
1143,Discussion of weight in positive or negative terms depending on the perception of dr.,Yes
4657,"Multiple occasions, typically both fat phobic and ignoring my other chronic health conditions.",Yes
2059,"Too many comments to count. Most from my mom but also other close family members, shaming me for lying and hiding, stealing food, overeating, and making myself fat. My mom constantly reminds me that it's my fault that I'm fat and that I've ruined my health. She believes all of this was me being hateful towards her and does not think I need help, just that I need to be loving and grateful and control myself.",Yes
559,You don't look like you have an eating disorder,Yes
3062,I had an RD AFTER i got out of treatment who seemed confused that i was having dizzy spells as a result of lack of eating due to my being in a larger body       As far as doc goes. Just giving me advice on how to lose weight when i asked,Yes
2884,"I'm at a higher weight even though I've restricted and overexercised for years, so I get a lot for it at the doctors office. I've been told to lose weight, which I know is borderline, but I've been also told to cut calories as young as 12 years old. I know it was out of concern or whatever, but I really think doctors shouldn't be so quick to give diet advice based on appearance. Health issues have also been overlooked due to my weight.",Yes
2315,"Way too many to mention. 'You don't look sick;' 'you don't look like a Holocaust victim,' 'just eat salads and weigh yourself daily if you're worried about your weight,' 'you look so much better than last time,' the list goes on.",Yes
4442,I was praised for my weight loss by primary care doctor when at the peak of my food restriction/over-exercising at 14/15 years old.,Yes
1643,Comments about eating disorders among men,No
3807,Mentioned above. Not listened. Disregarded. Personal information shared without my consent. Rudeness. Lack of empathy.,No
2026,"multiple comments made from a school dietician that did not specialize in eating disorder treatment: weight, how to not eat at certain times, exercise, etc.",Yes
2028,Got yelled at by my GI specialist,No
2024,The usual physician saying triggering things about my weight/body and when i was younger refusing to diagnose my with anorexia despite a 40 pound weight loss. I was very underweight and received the diagnosis of bullimia instead of anorexia/binge and purge subtype,Yes
4470,That I should just get weight loss surgery (I am bulimic and at the time was binging and purging 3-4 times a day - horrible suggestion!!!),Yes
434,Comment that I 'do not look like I have an ED' and that 'it is probably good for me' to restrict. Congratulations on losing weight despite knowing ED history.,Yes
2216,You don't look like you have an eating disorder  Congratulations on weight loss  Criticism of weight gained while in treatment/recovery,Yes
276,That my weight or vitals were normal despite being a result of restricting,Yes
4556,"-at one point, i was restricting pretty heavily and using veganism as my reason for not partaking. at a checkup, my primary commended me for the weight loss and described veganism as the best diet to be on, and went into a conversation about 'good' foods and 'bad' foods and how i was doing the right thing by not eating all the 'junk'    - I have pcos, which has always made weight management even harder. a few years ago, i was  gaining weight seemingly out of nowhere and i had lost my period for about 6 months. I made an appointment with a gynecologist to see if everything was ok or if i needed additional tests/care. the gyno then told me in front of a medical student and scribe that the reason i had pcos was BECAUSE i was overweight and that i could either lose the weight and be fine or take birth control to manage it (which i didn't want to do). she then explained how she was doing keto and intermittent fasting to control her weight and that I should consider trying both of those before our next visit. she didn't do any testing besides a diabetes and thyroid check, both of which came back normal.p",Yes
571,Maybe don't eat so much so you don't feel stuffed/guilty.,Yes
1512,You should have more control over your food choices while attempting FBT,Yes
3823,I was told I weighed to much by a few doctors to have an eating disorder. Even though I was literally asking for help with it.,Yes
4856,Don't tell me my weight today- provider sang it to me because she thought I was joking. 'You're losing weight- looking good & so much healthier. I can prescribe you some medicine to help you continue to lose weight if you'd like! Just email me so we can get that prescription filled.',Yes
4744,Family always concerned with my weight and what I'm eating,Yes
3894,They've told me I'm not underweight so I must not actually have an earring disorder and maybe I just need to go on a diet,Yes
1494,My PCP constantly tells me how fit I look even when I've tried to tell him that that's really harmful to my mental state. And gross.,Yes
87,"Pediatrician talked about losing weight always (most notably at 10 yo and 16 yo); said I would 'be okay' if I kept growing height wise. Parents decided to take me to a bariatrician (I was 217lbs and 5'9'...). Onset bulimia while taking diet pills prescribed by bariatrician when I was 17. Was rewarded for over exercising, eating very little if at all, and encouraged to eat protein bars by bariatrician.",Yes
1412,"That I was at a healthy weight or could loose a few pounds. It's all in my head, too just stop it.",Yes
4391,My therapist  cried . A counselor at my college said I wasn't low weight enough to get in patient  treatment even though I told her I needed it,Yes
2952,Not able to handle treatment  Can't comply,No
3110,"At a younger age, I was experiencing binge eating without a diagnosis and the issue of my weight gain was met with demoralizing my cultural foods.",Yes
4896,Mostly fat phobia. I've been looked up and down and asked if I have binge eating disorder. I've been told that I can't 'honestly' struggle with restriction at my size.,Yes
2891,Being 'treated for obesity'  Being put on vyvanse for BED without a BED diagnosis   Being told my health would improve if I just lost 30lbs,Yes
1604,I was often complimented on my weight loss,Yes
468,"I didn't look like I weight that much, making comments about my weight",Yes
3308,You don't want to get better and until you do nothing will change -- statement made by a school psychologist to Kylie. This ruined their therapeutic relationship which makes transition back to school anxiety provoking,No
3369,"Prior to being hospitalized, my PCP asked if I was sure I had an ed, cause I wasn't under weight.     My previous therapist said missing a meal wasn't detrimental because everyone skips meals sometimes",Yes
4227,I'm too skinny and have to learn to be normal,Yes
2374,"I was upset that the inpatient social worker told me they didn't have anyone who was trauma -informed on their team - which was important because PTSD and trauma were intertwined with my ED. I asked if I could be transferred to a previous program I'd been in that treated both issues and they said they'd look into it. Then someone else came into my room to tell me they weren't letting me transfer, and I had a panic attack. They told me, 'Oh, poor princess, so upset you can't get everything you want' in a mocking tone.     Another example: I had a pneumothorax that got misdiagnosed by student health. They looked at my chart and noted I had mental health issues and immediately decided I must be having a panic attack. I told them that wasn't the issue, and they continued to probe about my mental health. I ended up hospitalized for the collapsed lung later, but only because my mom insisted my breathing was off so much while sleeping that I needed to go to the hospital for an evaluation. They listened to my breath sounds and did a chest xray and immediately found the problem.",No
3229,They told me to do weight watchers,Yes
608,"I have over my lifetime received many comments about my weight and the disbelief I could have an ED. Just prior to entering treatment, the physician conducting my physical exam told me I looked perfectly healthy.",Yes
877,"'You don't look like you have an eating disorder.' said numerous times over the years. 'So what do I do with you,' said by a new primary care provider. 'Just try to exercise and eat better' said last year by a new psychiatrist who had just heard about my extensive and recent ED treatment history. including that I was on exercise restrictions by my dietician.",Yes
4406,Was told by my family doctor that I needed to stop eating so much so I'd stop being pudgy.,Yes
798,"'Well your numbers look good' dismissing all my physical symptoms. Denied NG tube because the GI 'just doesn't do NG tubes' because he was on one once and it was too 'traumatic' for him. So he didn't think I could handle one. Even though I have been on one before. I've been told good job for losing weight. The last GI I saw left me with the medical advice to 'get fat'. I have a feeling if I did 'get fat' and come back with the same physical issues he would then probably tell me to lose weight. Just about every time I have gone to the ER, the female nurses and staff treated me awful. Because I just have 'skinny girl problems'.",Yes
49,"If I just lost some weight X,Y,Z would be fixed.",Yes
33,"To eat more mindfully, given a list of vitamins to help, asked why I was so depressed, said I looked like the picture of health",Yes
4653,Argued with me about getting weighed even though it was unnecessary for the treatment I was receiving. I was told it wasn't 'that bad' but if I lost any more weight it would be which I'd course motivated me to lose more weight.,Yes
4770,"A doctor who treated me in an emergency room for medical complications of my eating disorder pulled me aside and told me that I was being selfish and callous for continuing to struggle with behaviors. He said I was wasting his time and medical resources.    An intake coordinator who met with me prior to receiving treatment for anorexia told me that I looked 'thin but not that thin.' She then proceeded to ask me about my collegiate track performances and told me she was faster than me when she was in school.    A psychiatrist at my college's counseling center told me I had to leave school immediately because of my eating disorder. We'd had no prior discussion about this being a possibility. I appealed to be able to finish my degree and was allowed to return only if I did IOP treatment while in school, which was logistically very difficult because I was without transportation.",Yes
2297,"My new (recently moved) OBGYN made me get a tested for diabetes, even after explaining that I had been tested in an annual recently, due to lifelong debilitatingly painful menstruation.     In general, the majority of non ED health care providers carry weight-based stigmas. Comments slide out that may seem anecdotal to them because they've been relayed the messages that weight stigmatization is totally fine. Even when explicitly stating that I'm in ED recovery, i senator is and a giving remarks are made.",Yes
93,Lots of diet advice.,Yes
1854,"Even after receiving a diagnosis, being referred to the weight management department, being emailed a 26 page meal replacement diet plan, BMI constantly referred to, being told to lose weight every time I sought medical as l treatment for a different issue.",Yes
1854,Primary care doctor who kept referring me weight loss programs even after my diagnosis. Providers who ask me things like what kind of labs do I want/need for eating disorders. Requiring weight checks from primary care doctor. Constant talking about my need to lose weight even if I am seeing a doctor for something like a sinus infection.,Yes
4094,"Insistence that I was a liar...that movement was not ADHD, but me hiding exercise addiction. The same issue with ARFID...called a liar and pushed to 'stop covering for my ED and admit it is about weight.'",Yes
851,I have received comments from my PCP and my psychiatrist that my weight was not low enough to receive a HLOC.,Yes
2325,psychiatrist said 'you just have anxiety',No
2159,Dietician told me to eat fewer cookies when looking at my tracker for my ED recovery,Yes
1846,"Years and years of medical fatphobia, being praised for losing weight, being told to lose weight to be healthy, praise and disregard for eating disorder behaviors because I was in a smaller body. Fatphobia from surgeons.",Yes
1125,"I've been told I am not relapsing and that I'm fine, I don't need treatment, I'm over reacting, I'm faking my suicidal ideation and my ed, I'm a hopeless cause, my health looks fine so therefore I don't need help",Yes
2063,"My weight loss was not deemed dangerous until I was very underweight.  They also ignored how ill I was, because they believed I had the power to eat and just refused to",Yes
262,"'Lift up your shirt. You have a flat stomach. You are fine, your not fat.'",Yes
4684,"I had a PCP who I talked with when I first lost my period. I was 123 lbs at the time and I told her I was concerned and asked her if this was normal. She told me it was and it should just come back when I stop running. It didn't. I am 15 weeks into recovery, I've gained over 30lbs since the pinnacle of my disorder, I've stopped all exercise and it still hasn't.",No
4849,Discussing weight,No
4524,Primary care physician encouraging me to lose weight,Yes
621,A therapist told me that I was skinny so I should just eat. And a doctor told me I wasn't sick enough to go to treatment,Yes
2244,"An endocrinologist trying to high five me for losing 11 pounds, then when I said I had an ED history, they said they were my treatment provider and they would determine what my primary issue was.",Yes
1243,"My primary care provider when I was in high school made a lot of comments about my body that fueled my eating disorder (compliments about my 'athletic' build for example). She also was very dismissive of my anxiety and disordered eating behaviors, asked me a lot of leading questions to minimize the issue.",Yes
3230,"Comments on weight gain from PCPs intended to be helpful (they knew i was in recovery and i was getting blind weigh ins) but my IOP ED care team was managing my weight post PHP discharge at weight restoration, and it wasn't helpful to hear that i had been gaining beyond what my PHP nutritionist thought i needed. It made me lose trust in my ED care team     Was also referred by a 'highly regarded' ED doc to a nutritionist that wanted to cut out gluten and was very damaging to my orthorexia",Yes
4636,'you don't look like you have an eating disorder',Yes
1345,"Told nothing was wrong, told there were only biological problems not mental problems, gender role stereotypes related to sexual orientation",No
4171,"You aren't skinny, you can't be anorexic.   It 8s all in your head, get over it.",Yes
1988,"'You can't have an eating disorder, you're overweight'",Yes
3002,"Many - but two examples - an echo tech said to me 'so did you used to be really skinny?'     Nurse said 'you need to gain weight, just eat some cheeseburgers.'",Yes
3650,"Therapists complimenting/cheering on my weight loss, doctors not taking my GI symptoms seriously, doctors suggesting I lose weight based solely off BMI",Yes
4517,I saw a nurse one time who was drawing my blood for medical clearance to start virtual php one time and I told her about my ED and she said it was normal to do that just to stay 'fit' and that I was wasting my time,Yes
4785,'try harder' type of advice,No
4816,"Recommended weight loss, Weight Watchers in elementary school",Yes
4035,Just a doctor joking around telling me to eat a sandwich or something like that and saying how small I am. And being shown where my weight falls for my age. It shatters me everytime.,Yes
4664,While suffering from AN I was told that it was something that I may have to deal with for the rest of my life (felt like I was being kicked while already down).,No
4187,"Told to exercise, comments on weight, what I eat, etc",Yes
3764,My diet is unhealthy,Yes
2427,Just eat. I will never let you get obese. You are doing this for attention. It's not that bad. You aren't that thin.,Yes
1833,You look good nice and trim,Yes
4089,A PA in grad school asked about my medical history when I went in for a check up. I told her I had a history of an eating disorder but had recovered a few years ago. She then said ok and weighed me and told me I was obese and needed to get my weight down. I was mortified. I was about 25 at the time and had only been out of recovery for a couple of years. I called a friend and cried.,Yes
1807,"My PCP is not ED-trained or HAES aligned and likes to characterize me as being healthy due to my weight being 'normal,' despite significant clinical impairment from the mental part of the illness.",Yes
547,Honestly too many to write down. Being told that I am hopeless and that there's no point in trying was a big one.  My old dietician told me this and when I reported it they did nothing except called my insurance and told them it was unnecessary for them to be paying so much.,No
4360,'Just stop'. Seeing my BMI and calling me fat when I was at my lowest weight and most unhealthy,Yes
1503,"Once first losing weight due to my eating disorder, the doctor told me that I was 'losing weight and was finally looking good'",Yes
1971,"that i wasn't under weight so i couldn't have an eating disorder. and, 'that it must be something like IBS that's causing constipation, not anorexia'",Yes
2879,"What's your BMI? OK, so your kind of anorexic    immediately wasn't taken serious",Yes
3920,From my OCD-specialized therapist who was unfamiliar with EDs: Oh wow I don't even recognize pictures of you from you pre-recovery days! You look completely different!   It was hard to hear that since I've been trying to separate how I look from my ED voice.  From another therapist: Wow I never would have guessed you struggled with one because of what you look like!  This was also hard because my ED recovery has involved a lot of weight gain.,Yes
4066,"Comments on how I had lots of willpower to have restrictive eating disorder (that my weight loss was positive/ a good attribute), at a time I was admitted to the ER because of being critically malnourished",Yes
333,Weight stigma   Racism  Inappropriate behavior and comments,Yes
319,"I lost a substantial amount of weight when I was experiencing bulimia and my primary care doctor at the time praised my weight loss and even though my mother had expressed concerns, he said he didn't have any reason to be concerned medically based on his evaluation (I denied purging but had lost over 100 lbs in 7 months). This fueled my ED",Yes
644,Being told to 'eat a sandwich and get over it' by an E.R. Physician. Being told I had to lose more weight and essentially be on deaths door in order to be eligible for inpatient treatment.,Yes
1239,"A doctor told me, a patient being seen for eating-disorder concerns, that I was in great health and that i should eat a healthy diet and exercise multiple times per week. This was very triggering, as I felt it invalidated my struggles.",Yes
2751,I'm really in shape-that's why my heart rate is so low...,Yes
3159,A psychiatrist recommended that I try the keto diet as means of helping with my depression. This comment came directly after a conversation about how I had just finished a 7 month experience in treatment in another state. I later saw him as a consulting psychiatrist in a new treatment center i started at in my continuity of care.,Yes
2625,"I had a therapist I was working with for general things and when asked about my history I mentioned my eating disorder. She was fairly dismissive. My primary care doctor has always been dismissive, he has said that since I have not been underweight he can't do anything to help me, and was pretty dismissive when I was faced with medical problems related to the disorder.",Yes
3974,"Doctors commenting on weight, complimenting me for low body weight, complimenting me for following an extremely restrictive diet, etc.",Yes
3343,Primary care doctors. Labs look good at times you are fine. Not listening to what is helpful and what is not. Blaming me. Discussing fat people negatively in front of me.,Yes
296,Wanted me to eat bunch of donuts to make up calories.,No
3046,Weight-related comments.,Yes
2391,My OBGYN made many comments during my pregnancy that I was gaining too much weight and I should watch my calories. I relapsed after my son was born.,Yes
1003,"Doctors commenting on how my weight is low, but not 'too' low as other patients they have seen.",Yes
3339,Affirming low body weight,Yes
3213,"weight comments, bmi comments, refusal to follow meal plan reccomendations in inpatient and hospital settings, refusal to allow snacks and meals in mental health iop because 'you can't eat that here', refusing to allow blind weights, telling other patient 'your scars are so obvious when you walk in', asking why i have an ed, asking which ed i have for no reason, and many more",Yes
1088,"Your weight is normal. Look at your flat stomach, you must workout.",Yes
4832,"I'm gross, I'm disgusting, I'm stupid, I'm desperate for attention, I'm making it up for attention, Why don't I just stop?, If I got married and had children I wouldn't have time for any of that BS, You're not my problem, It's not our problem it's a psych issue (as I'm in the ER with ED related health issues), What do you want me to do about it?, Why are you bothering me with this issue? You need to ask your dentist for a referral for ED treatment, You're walking and talking so you don't need a psych referral, and must be malingering for pills..So many comments from doctors and their entire staff over the course of the past 20 years trying to get help.",No
746,See above statement,No
4861,"Never get better, lack of follow through; demeaning",No
3682,"Suggestions for weight loss pills, diets such as weight watchers, being told to exercise more when I was already working out 5+ times a week for at least two hours a day, being told I was lying about my eating/workout journals",Yes
3357,Medical providers all of the time even when seeking the physical clearance exam to enter into treatment. Also some psychiatrists,No
2062,"Frequent comments about losing weight from medical providers despite my ED hx. I was offered diet pills by an obgyn. I was also refused surgery until I lost weight by an obgyn, who later performed the surgery even though I didn't lose weight. I was congratulated on weight loss following the surgery by the same provider despite saying I was purging to lose weight. Comments from non-Ed therapists about not wanting to discuss my ED concerns.",Yes
4602,'You shouldn't eat too much x',Yes
3445,"Doctor told me that there was 'no hope for me left' after failing to follow a prescribed weight loss plan, and she gave me a referral for bariatric surgery.",Yes
3534,"Where do I start? Well, the one that stands out most is when a provider told me, after I told her that I had a history of eating disorder, that I should probably lose weight and did I want to talk about how to do that.",Yes
2623,'You don't look sick.'    'You're not too thin.',Yes
3254,"You can't have an eating disorder you're at a healthy weight - multiple times, multiple providers in various specialties",Yes
415,Nurses have 'wished they could lose weight like me.' A doctor told me I 'looked healthy for having an eating disorder' etc,Yes
2934,"I have had nurses multiple times tell me my weight verbally when I get on the scale at the doctor's office. Which, in most cases I would like to not know what my weight is.",No
1199,"My primary care physician became rude and condescending, and now reschedules all my appointments, because I was denied treatment at a behavioral health facility that does not even treat eating disorders and that she found and applied to without my knowledge.     Every single time I go to the ER I am treated like my OCD is a joke and my eating disorder is not an emergency. I've been called neurotic, I've been told I can't stop throwing up when it's one of the few symptoms I do NOT experience.     The only nutritionist available works at a bariatric surgery center and does not believe there is anything wrong with me, and does not believe in refeeding syndrome. She does not listen and her notes frequently misconstrue what I say to make her sound better.",No
3667,Doctors commended my weight loss and adherence to a strict exercise regime.  Insensitivity about not wanting to know my weight.,Yes
1045, 'I'm concerned you might develop an eating disorder' After I specifically told her I've done these things for 4 plus years.   'I'm jealous of your self control in regards to counting calories. I could never do that.'  'You don't have an eating disorder. It's written in your diagnosis that this is your special interest.'  'You're never going to get out of here if you don't stop crying.' - I had a panic attack in the Psychatry after my suicide attempt because I'm afraid of being locked in. She wanted me to take sedatives instead of asking me if I wanted to talk to a psychologist.,Yes
4147,That I want sick enough,Yes
3725,Comments about my weight increasing and food intake increasing so that I must be getting better. Saying that I'm resistant to treatment and openly defy help from staff and treatment professionals when really I needed different help or a new approach.,No
2644,Comment made about my body not looking sick enough to be an eating disorder.,Yes
2643,"I'm too small to be concerned about my weight,  I just need to one 5 to 10 pounds, its not that hard",Yes
1750,"'You look healthy to me', was said to me as I was seeking treatment for being underweight and anorexic",Yes
2215,"- A GP asked if eating disorders were still 'a thing' in college when I went to go get medical clearance for an IOP program  - After asking to be weighed blind for a bone density scan for eating disorder-related reasons, a nurse announced out loud that I weighed a 'whopping x pounds'  - Poor diet and nutrition advice and comments from paediatricians as a kid contributed to me developing my eating disorder.",Yes
4618,"Copied and pasted from question 2 before this:    Therapists who clearly didn't specialize in eating disorders exploring whether intermittent fasting or other diet fads might be beneficial in addressing my compulsive eating.      Therapists who spoke of their messed up romance situations, or childhood sexual abuse, neither of which applied to my circumstances.  I had a nurse case manager at UCLA advise that seeing a Registered Dietician was not part of the standard of outpatient care for bulimia.  She advised that those girls go off to what is akin to a day spa and ride horses and do art therapy.  She refused to authorize my PCP's request for me to see an RD, even after 3 attempts and multiple calls from my UCLA PCP, who was part of the same health system.       I had my UCLA OB-GYN disclose my bulimia in front of my husband, who was not aware, during one of my pre-natal exams, b/c I'd disclosed to him that I was struggling, and he failed to note what I had explicitly requested that he NOT do--bring that aspect of my care up in front of my future child's father.      Multiple PCPs have shied away from the topic of my bulimia, when presented as a concern I'd like to address during either my yearly exam, or in-between visit to get a referral to a specialist, etc.  They are unaware of treatment protocols, where to refer, who holds financial responsibility, and who should authorize the care, resulting in, at best, the aforementioned RD denial experience eventually producing a visit with an RD, 1.5 months after initially requested, and after pleading and crying on the phone w/ the UCLA RN case manager, out of frustration as a pregnant bulimic that desperately wanted help for fear of harming her 1st born child due to her own unsafe binging/purging practices.      Once had a therapist that was a former bulimic/anorexic herself, who only wanted to relive all of her old experiences vomiting, incessantly speaking of how thin she 'used to be' when she was still purging.",Yes
3555,Body comments  Comparing food intake and body size   Telling me I wasn't sick enough to go to treatment and my weight was normal,Yes
3531,"You don't look anorexic.  You don't need to gain more weight.  As long as you get your period, you shouldn't gain more weight.",Yes
466,Doctor told me I didn't have to worry about my eating disorder because my weight was okay,Yes
2003,"I have had several doctors tell me to lose weight (arbitrarily) since entering recovery. One told me that was why I had acid reflux, even though I've had acid reflux my whole life, even in an emaciated body.",Yes
572,Comments where made that I 'was too young to have an eating disorder',No
2600,"'it's not a big deal'  'this is not a physical issue, it's all in your head'  'you're thin, you can't be that sick, you look great!'   'if you lose weight, you'll feel better'",Yes
951,"to just eat, or was told I don't have an eating disorder anymore because I was weight restored when I was really suffering",Yes
2741,"When I was 19, I confessed to a psychiatrist that I was purging and she told me something to the effect that the amount of times I was doing it was 'normal.' I didn't talk to a treatment provider about my ED behaviors again until I was 35.",No
4238,I have yet to find a doctor that doesn't recommend weight loss,Yes
1881,"My psychiatrist has in the past recommended I take weight loss medication, after he even recommended that I go to eating disorder treatment. However, since I am in ED treatment now, he no longer recommends these medications.",Yes
228,"Lab results were perfect and showed no signs of an eating disorder, therefore delayed treatment and I got bad enough that I was hospitalized. I was told earlier in life that I might be obese because and only because of my BMI. Pediatrician recommended I lose weight.",Yes
227,Told that I should be gluten free again to help with inflammation I'm currently having problems with. Dangerous suggestion!,Yes
4185,"Omg so many! Too many to count.... 'Just eat', 'well you look like you've gained weight' during a relapse, 'we won't let you get fat', 'but you've got a lovely figure', 'you look so healthy!', 'you've got a runners heart rate', 'I wish I had a little bit of what you have, I have the opposite problem' etc etc etc......",Yes
994,weight stigma   comments on body shape and size and asking about pregnancy   stretch mark comments about how I need to get rid of them / 'have i ever been pregnant'   cellulite comments,Yes
1563,"I've been told my weight when I asked not to be told. On another occasion, a doctor laughed at me when I said I didn't want to know my weight.",No
1159,First primary care physician I consulted was clearly uneducated about EDs & unhelpful in her recommendation that I 'just eat more.',No
3653,That my ED wasn't an issue when I was purging daily,No
1543,"Dietitian suggesting I restrict lunch. Psychiatrist not believing my ED symptoms, Physicians not listening to my symptoms and decided my deterioration was from over working/burnout.",Yes
2520,"I shared to my dentist that I had bulimia before I got treatment and she was extremely matter of fact and cold about it, stating that it probably affected my teeth.",No
2245,"That I must be doing better based on my weight, comments on my weight in general",Yes
4736,Stopped treatment,No
4688,"When I opened up to my former psychiatrist that I was purging, he asked 'do you stick your fingers down your throat?' I said 'yes.' His whole face and body did this disgusted recoil cringe reaction. I felt so ashamed, filthy and terrible. Screw him! I'm upset just typing it out!",No
3645,"Please see above.     Additionally, I was told that I was pretty and lucky to look the way I do ( by medical staff) whichade me want to continue doing my harmful behavior because I felt valuable.",Yes
1394,I was told 'you're not too bad' when they saw that my weight was right at the 18.5 bmi.,Yes
127,Telling me my weight when I specially asked not to be told,No
127,"Dr. commenting on my BMI. Saying my excessive exercise was good, telling me to eat a low-fat diet",Yes
3799,"An intake provider for a program once told me my self-harm scars were 'superficial' so I went and cut myself far too deep to prove that my pain was not, in fact, superficial, and now have those scars for life which I regret every day. I couldn't even do the program because of the immigrant visa I was on.  A therapist once yelled at me while crying that I just didn't understand that people care about me. Super unhelpful.",No
1960,"I've had an intake provider ask me to show them self harm cuts which I was uncomfortable with but did, and then tell me they were 'superficial' which led to me proving them wrong that my pain was superficial by (TW sorry) cutting so deep I still have multiple very visible scars a decade later, that are obviously self inflicted and completely humiliating, and that I regret every single day of my life since I haven't cut myself in years. After years of hiding cuts under sweaters in hot weather, I still have to hide scars under long sleeves in hot weather and it absolutely sucks. I constantly consider covering them with a tattoo but for work reasons, that's not really an option.   I've also had a therapist start crying and yelling at me that I just don't want to accept that people 'give a shit' about me. That was fun, since being yelled at is a huge trigger after growing up in an abusive home. I get she was frustrated, I know I was an incredibly frustrating, too-smart-for-my-own-good, argumentative and messed up patient for many years - I would have torn my hair out if I was my therapist too - but I really, desperately needed a therapist who could work with CPTSD, and it wasn't until I found one who did that I was able to heal from an entire childhood of trauma/cope with the array of diagnoses I was given from various providers, many of which I question the accuracy of/ and recover from a 15 year long ED. People with trauma need trauma therapists and good ones. Especially somatic therapists. And it should never be assumed that people with ED always have concerned and caring families who are ready to do family therapy with you. Family therapy is a joke when you have abuse and domestic violence in your family. (I'm sure it's great for people with caring parents but it shouldn't be assumed that everyone has them.)",No
689,I was about 80 to 90 pounds for 13 years of my life. After I went through my eating disorder therapy I started gaining weight and I am now at 130 pounds. Although I still deal with being unhappy about my weight on a daily basis my doctor told me that I'm overweight I need to lose weight,Yes
751,'You don't look like you have an eating disorder' assuming it's just binge/purge because I'm not underweight,Yes
3051,So many experiences!! Too many to describe.,No
4761,I was in the hospital recently bc I abused laxatives and a nurse made a joke about me being skinny.,Yes
3280,nurse offering me to see weight even after i had stated i was in treatment,No
3371,PCP told me my weight was fine even though I was very underweight; psychiatrist at ed treatment made body shaming comments,Yes
3282,"I have been told numerous times that I need to lose weight, that I can't be sick because I'm at a Normal weight, and that I can't have an eating disorder due to my body size.",Yes
3489,Picking apart food i brought. Saying my comfort foods were too fatty,Yes
4039,PCP made comments about weight and weight loss. Called me overweight at 130lbs,Yes
3629,My dentist who knew I had been in recovery asked me when I 'let myself go',Yes
3651,I saw a therapist at age 14 who agreed with my Mom that I was lying about having an eating disorder for attention.,No
3221,Telling me my weight after asking not to disclose   'I wish I had an eating disorder' - said by my pediatrician   You are so healthy - when I was in the depths of eating disorder,Yes
370,My PCP saying that low blood pressure and heart rate is healthy and shows that I'm taking good care of myself.. after my dietitian called them because I had multiple fainting episodes,No
2543,'You look fine' I honestly don't remember exactly all the comments but I know unintelligible providers were damaging to me,Yes
3328,"that because I weight restored, I was fine now; that if I would cut out certain food groups, maybe my GI stuff would improve",Yes
4755,'That's just the way it is',No
2144,"Same as above, along with a doctor saying 'despite normal weight, patient still feels it necessary to enter into iop care', and a different doctor saying 'well I would never recommend you drink sugary juices'",Yes
1341,Primary care: just try to gain back weight,No
3149,Encouraging disorder behaviors saying they were disorder when they were,No
3456,"Nurses congratulating me on my amenorrhea. Primary Care provider suggesting that I had anorexia in a negative/judgmental way, without actual concern and without helping me to seek treatment.",No
68,A provider told me I didn't have an eating disorder I was just fat and if I lost weight I wouldn't have an eating disorder anymore.,Yes
4605,"Comments about weight and the clothing I wore not covering enough, or about my relationship with my parents and me not caring about my parents enough because I wasn't eating/recovering fast enough for them.",Yes
624,My primary care doctor told me I didn't have an eating disorder and recommended for me to start running again after 5 weeks of getting out treatment for an eating disorder,Yes
3772,To exercise more. That my weight was fine. That it's good to count calories and everyone should have control over there food intake.,Yes
